station,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
播磨新宮,0,0,0,0,0,0.000411862,0,0,0,0,0
明智,0,0,0,0,0,0.005714286,0,0,0,0,0
野矢,0,0,0,0,0,0,0,0,0,0,0
都島,0,0,0,0,0,2.98E-05,0,0,0,0,0
原田,0,0,0,0.024096386,0.019607843,0.018518519,0,0,0,0,0
梅林,0,0.000456621,0.000438789,0.000409668,0.000370096,0.000715308,0,0,0,0,0
白鷺,0,0,0.000104123,0,0,9.98E-05,0,0,0,0,0
向日町,0,0,0,0,0,6.50E-05,0,0,0,0,0
河内天美,0,0,0,0,0,5.94E-05,0,0,0,0,0
御殿山,0,0,0,0,0,0,0,0,0,0,0
内郷,0,0,0,0.000442478,0,0.000458716,0,0,0,0,0
京急久里浜,0,2.28E-05,2.28E-05,0,0,2.29E-05,0,0,0,0,0
八幡,0,0,0,0,0,0,0,0,0,0,0
上溝,0,0,0,0,0,8.75E-05,0,0,0,0,0
小田原,0,0,0,0,0,0,0,0,0,0,0
豊島園,0,0,9.13E-05,0,0,8.86E-05,0,0,0,0,0
平間,0,7.07E-05,0,0,0,6.88E-05,0,0,0,0,0
山陽垂水,0,0,0,0,0,9.95E-05,0,0,0,0,0
若井,0,0,0,0,0,0.038461538,0,0,0,0,0
小野新町,0,0,0,0,0,0.001305483,0,0,0,0,0
矢幅,0,0.000181752,0.000179019,0,0.000166834,0.00017135,0,0,0,0,0
壬生川,0,0,0,0,0,0.000609756,0,0,0,0,0
田原本,0,0,0,0,0,7.59E-05,0,0,0,0,0
築地,0,0,0,0,0,1.35E-05,0,0,0,0,0
常永,0,0,0,0,0,0,0,0,0,0,0
古泉,0,0,0,0,0,0.000445038,0,0,0,0,0
城端,0,0,0,0,0,0.001953125,0,0,0,0,0
東須磨,0,0,0.000771605,0,0,0.000353607,0,0,0,0,0
塩釜,0,0,0,0.000157928,0,0.00016909,0,0,0,0,0
稚子塚,0,0,0,0,0,0.016393443,0,0,0,0,0
春田,0,0,0,0,0,0,0,0,0,0,0
淀屋橋,0,4.70E-06,0,0,0,4.38E-06,0,0,0,0,0
久米川,0,0,3.09E-05,3.08E-05,6.30E-05,3.11E-05,0,0,0,0,0
新豊橋,0,0,0,0,0,5.58E-05,0,0,0,0,0
五橋,0,0,0,0,0,8.54E-05,0,0,0,0,0
小菅,0,0.000186324,0,0,0,0.000176149,0,0,0,0,0
谷山,0,0.000162999,0,0.000337268,0.000170882,0.000172861,0,0,0,0,0
日吉,0,1.60E-05,1.50E-05,1.39E-05,1.37E-05,2.60E-05,0,0,0,0,0
鶴原,0,0.000629723,0.000314762,0.000315159,0.00031506,0.00031407,0,0,0,0,0
桃谷,0,0,0,0,0,2.84E-05,0,0,0,0,0
大野原,0,0,0,0,0,0.000821018,0,0,0,0,0
岳南富士岡,0,0,0,0,0,0.004149378,0,0,0,0,0
函南,0,0,0,0,0,0,0,0,0,0,0
串木野,0,0,0,0,0,0,0,0,0,0,0
氏家,0,0,0.000171821,0.000166279,0,0.000330579,0,0,0,0,0
羽前大山,0,0,0,0,0.004672897,0.005154639,0,0,0,0,0
袖崎,0,0,0,0,0,0,0,0,0,0,0
新小金井,0,0,0,0,0,0.000271518,0,0,0,0,0
金田一温泉,0,0,0,0,0,0.005376344,0,0,0,0,0
端岡,0,0,0,0.000742942,0,0.000385208,0,0,0,0,0
二月田,0,0,0,0,0,0,0,0,0,0,0
武蔵高萩,0,0.000157085,0,0,0.000152812,0.000306279,0,0,0,0,0
根岸,0,0,0,0,0,0,0,0,0,0,0
南熊本,0,0,0,0,0,0,0,0,0,0,0
犬吠,0,0,0,0,0,0.008403361,0,0,0,0,0
府中本町,0,0,0,0,0,0,0,0,0,0,0
高田市,0,0,0.000131251,0.000131251,0.000131251,0.000129938,0,0,0,0,0
和歌山大学前,0,0,0,0,0,0.000122669,0,0,0,0,0
京急大津,0,0,0,0,0,0.000195733,0,0,0,0,0
竜田川,0,0,0,0,0,0.000477327,0,0,0,0,0
肥前鹿島,0,0,0,0,0,0,0,0,0,0,0
いこいの村,0,0,0,0,0,0,0,0,0,0,0
船岡,0,0,0,0.000152625,0,0.00015083,0,0,0,0,0
板東,0,0,0,0,0,0.002702703,0,0,0,0,0
宮崎,0,0,0,0,0,0,0,0,0,0,0
金谷沢,0,0,0,0,0,0,0,0,0,0,0
真鶴,0,0,0,0.000274574,0,0.000144676,0,0,0,0,0
伊集院,0,0,0,0,0,0,0,0,0,0,0
上総湊,0,0,0,0,0,0.001240695,0,0,0,0,0
銭函,0,0,0,0,0.000187758,0.000247647,0,0,0,0,0
蒲原,0,0,0,0,0,0,0,0,0,0,0
上の町,0,0,0,0,0,0.001146789,0,0,0,0,0
尾張横須賀,0,0,0,0,0,0,0,0,0,0,0
雁ノ巣,0,0,0,0,0,0,0,0,0,0,0
桑町,0,0,0,0,0,0.00212766,0,0,0,0,0
京王多摩川,0,0,6.09E-05,0,0,5.75E-05,0,0,0,0,0
中津,0,2.49E-05,2.41E-05,0,2.61E-05,2.47E-05,0,0,0,0,0
武蔵中原,0,1.53E-05,1.51E-05,0,0,1.45E-05,0,0,0,0,0
呉羽,0,0.0003003,0.000290867,0.000289855,0.001299545,0.000287936,0,0,0,0,0
新南陽,0,0,0,0,0.000415973,0.000403877,0,0,0,0,0
筑後草野,0,0,0,0,0,0,0,0,0,0,0
塩釜口,0,0,0,0,0,4.04E-05,0,0,0,0,0
後三年,0,0,0,0,0,0,0,0,0,0,0
太郎丸,0,0,0,0,0,0.003937008,0,0,0,0,0
用宗,0,0,0,0,0,0,0,0,0,0,0
北河内,0,0.013888889,0,0,0,0.014285714,0,0,0,0,0
東海大学前,0,0,0,0,0,2.43E-05,0,0,0,0,0
中郡,0,0,0,0,0,0,0,0,0,0,0
牟礼,0,0,0,0,0.000984252,0.000711238,0,0,0,0,0
竜ヶ水,0,0,0,0,0,0,0,0,0,0,0
京ヶ瀬,0,0,0,0,0,0,0,0,0,0,0
越生,0,0,0,0,0,0.00025208,0,0,0,0,0
伊香牛,0,0,0,0,0,0,0,0,0,0,0
青堀,0,0,0,0,0,0.000337838,0,0,0,0,0
能町,0,0,0,0,0.002747253,0.002487562,0,0,0,0,0
常陸多賀,0,0,0.000232414,7.33E-05,7.08E-05,7.15E-05,0,0,0,0,0
多屋,0,0,0,0,0,0,0,0,0,0,0
黒姫,0,0,0,0,0,0.00170068,0,0,0,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0
新座,0,2.82E-05,0,2.67E-05,0,2.62E-05,0,0,0,0,0
朝里,0,0,0,0,0,0,0,0,0,0,0
櫟本,0,0,0,0,0,0.000506073,0,0,0,0,0
北新・松本大学前,0,0,0,0,0,0.001669449,0,0,0,0,0
切通,0,0,0,0,0,0,0,0,0,0,0
箱根板橋,0,0,0,0,0.000397772,0.000393546,0,0,0,0,0
沼津,0,0,0,0,0,0,0,0,0,0,0
本星崎,0,0,0,0,0,0,0,0,0,0,0
梅山,0,0,0,0,0,0.002967359,0,0,0,0,0
新発田,0,0,0,0,0,0,0,0,0,0,0
宮内串戸,0,0.000100786,0.00010101,9.97E-05,0,9.72E-05,0,0,0,0,0
七戸十和田,0,0,0,0,0,0.00070028,0,0,0,0,0
玖波,0,0.000261097,0.000257334,0,0,0.000271003,0,0,0,0,0
尾頭橋,0,0,0,0,0,0,0,0,0,0,0
北伊丹,0,0.000195103,0,0,9.87E-05,9.64E-05,0,0,0,0,0
岩波,0,0,0,0,0,0,0,0,0,0,0
浅虫温泉,0,0,0,0.001733102,0,0.00137741,0,0,0,0,0
神前,0,0,0,0.001322751,0,0.00297619,0,0,0,0,0
鞍手,0,0,0,0,0,0,0,0,0,0,0
牛島,0,0,0,0,0,0.001798561,0,0,0,0,0
野州山辺,0,0,0,0.001386963,0,0.001447178,0,0,0,0,0
原谷,0,0,0,0,0,0.003891051,0,0,0,0,0
蔵本,0,0,0,0,0,0.001201923,0,0,0,0,0
玉野,0,0,0,0,0,0,0,0,0,0,0
大神宮下,0,0,0,0,0.000232019,0.00022041,0,0,0,0,0
浦賀,0,0,0,0,0,4.60E-05,0,0,0,0,0
中加積,0,0,0,0,0,0.004255319,0,0,0,0,0
静狩,0,0,0,0,0,0,0,0,0,0,0
北府中,0,0,0,0,0,3.53E-05,0,0,0,0,0
湘南台,0,0,3.74E-05,3.67E-05,0,7.26E-05,0,0,0,0,0
長後,0,0,0,2.84E-05,0,2.87E-05,0,0,0,0,0
はるひ野,0,0,0.000123962,0,0,0.000107239,0,0,0,0,0
二子玉川,0,0,0,1.58E-05,0,6.55E-06,0,0,0,0,0
人丸前,0,0,0,0,0,0.000826446,0,0,0,0,0
三室戸,0,0,0,0,0,0,0,0,0,0,0
野々市工大前,0,0.001923077,0,0,0,0.001912046,0,0,0,0,0
有楽町,0,0,3.08E-06,3.03E-06,5.97E-06,0,0,0,0,0,0
帯広,0,0.000484966,0,0,0.000259471,0,0,0,0,0,0
池月,0,0,0,0,0,0,0,0,0,0,0
七ツ屋,0,0,0,0,0.018518519,0,0,0,0,0,0
南多摩,0,0,0,7.61E-05,7.44E-05,0,0,0,0,0,0
海路,0,0,0,0,0,0,0,0,0,0,0
川棚,0,0,0,0,0,0,0,0,0,0,0
犀川,0,0,0,0,0.002890173,0,0,0,0,0,0
蛍池,0,0,0,4.33E-05,8.58E-05,0,0,0,0,0,0
東雲,0,0,0,0,0.03125,0,0,0,0,0,0
南宮崎,0,0,0,0,0,0,0,0,0,0,0
宇島,0,0,0,0,0,0,0,0,0,0,0
六町,0,0,0,0,3.95E-05,0,0,0,0,0,0
北仙台,0,0.000118963,0,0,0.000112259,0,0,0,0,0,0
鯉川,0,0,0,0,0,0,0,0,0,0,0
高月,0,0,0.000687285,0.000671592,0.002109705,0,0,0,0,0,0
鳥居前,0,0,0,0,0.001494768,0,0,0,0,0,0
大鰐温泉,0,0,0,0.002347418,0.002262443,0,0,0,0,0,0
林間田園都市,0,0,0,0.000101286,0.000108566,0,0,0,0,0,0
広電廿日市,0,0,0,0,0.000405844,0,0,0,0,0,0
東武動物公園,0,0,0,0,0,0,0,0,0,0,0
北長野,0,0.000256674,0,0,0.00026441,0,0,0,0,0,0
阿波橘,0,0,0.004385965,0.004237288,0.004587156,0,0,0,0,0,0
牧落,0,0,0,0.000119005,0.000118737,0,0,0,0,0,0
堅田,0,0,0,0,6.30E-05,0,0,0,0,0,0
東花輪,0,0,0,0,0,0,0,0,0,0,0
新守谷,0,0,0,0,0.000448833,0,0,0,0,0,0
はりま勝原,0,0.000274273,0,0.000227557,0.000110914,0,0,0,0,0,0
東中神,0,0,7.28E-05,0,7.06E-05,0,0,0,0,0,0
東山梨,0,0,0,0,0,0,0,0,0,0,0
世田谷代田,0,0.000122956,0,0.000123564,0.00012604,0,0,0,0,0,0
伊予西条,0,0.000333556,0,0.000316656,0.00065445,0,0,0,0,0,0
高松築港,0,0,0,0,9.24E-05,0,0,0,0,0,0
南鳥海,0,0,0,0,0,0,0,0,0,0,0
向原,0,0,0,0,0.000448833,0,0,0,0,0,0
藤生,0,0.00069735,0,0,0.000886525,0,0,0,0,0,0
中野東,0,0.000177936,0.000177588,0.000177904,0.000186706,0,0,0,0,0,0
桜岡,0,0,0,0,0.2,0,0,0,0,0,0
陸中八木,0,0,0,0,0,0,0,0,0,0,0
与野,0,4.08E-05,2.06E-05,2.05E-05,6.03E-05,0,0,0,0,0,0
船堀,0,1.76E-05,0,0,1.70E-05,0,0,0,0,0,0
須賀川,0,0,0.000238663,0,0.000213311,0,0,0,0,0,0
中津川,0,0,0,0,0,0,0,0,0,0,0
三戸,0,0,0,0,0.002212389,0,0,0,0,0,0
御器所,0,0,0,0,0,0,0,0,0,0,0
板野,0,0,0.001082251,0,0.001098901,0,0,0,0,0,0
湊川公園,0,0,0,0,4.72E-05,0,0,0,0,0,0
仁愛女子高校,0,0,0,0,0.015151515,0,0,0,0,0,0
越前新保,0,0,0,0.002079002,0.002183406,0,0,0,0,0,0
高尾山口,0,0,0,0,9.91E-05,0,0,0,0,0,0
金蔵寺,0,0.002525253,0,0,0.002145923,0,0,0,0,0,0
善導寺,0,0,0,0,0,0,0,0,0,0,0
櫛原,0,0,0,0,0.001012146,0,0,0,0,0,0
松田,0,0,0,0,0,0,0,0,0,0,0
上総村上,0,0,0,0,0.009259259,0,0,0,0,0,0
萩原天神,0,0.000137268,0,0.000137438,0.00013988,0,0,0,0,0,0
江見,0,0,0,0,0.005617978,0,0,0,0,0,0
紀伊,0,0.000117744,0.000350018,0,0.000122309,0,0,0,0,0,0
川東,0,0,0,0,0.007142857,0,0,0,0,0,0
弘前東高前,0,0,0.003154574,0,0.003246753,0,0,0,0,0,0
道徳,0,0,0,0,0,0,0,0,0,0,0
関都,0,0,0,0,0,0,0,0,0,0,0
座間,0,0,4.55E-05,4.50E-05,9.31E-05,0,0,0,0,0,0
豊前川崎,0,0,0,0,0,0,0,0,0,0,0
下切,0,0,0,0,0,0,0,0,0,0,0
三河八橋,0,0,0,0,0,0,0,0,0,0,0
粟屋,0,0,0,0,0,0,0,0,0,0,0
幌別,0,0.000678426,0,0,0.000672948,0,0,0,0,0,0
刑部,0,0,0,0,0.008333333,0,0,0,0,0,0
岩滝口,0,0,0,0.011111111,0.010869565,0,0,0,0,0,0
大田市,0,0,0,0,0.000905797,0,0,0,0,0,0
二上神社口,0,0,0,0,0.00127551,0,0,0,0,0,0
有井,0,0,0,0,0,0,0,0,0,0,0
淵野辺,0,0,1.27E-05,1.24E-05,1.35E-05,0,0,0,0,0,0
山陽明石,0,0,0,0,4.23E-05,0,0,0,0,0,0
若松,0,0,0,0,0,0,0,0,0,0,0
山田,0,0,0,0.083333333,0.285714286,0,0,0,0,0,0
隼人,0,0,0,0,0,0,0,0,0,0,0
緑地公園,0,0,0,0,3.07E-05,0,0,0,0,0,0
吹上,0,0,0,0,7.31E-05,0,0,0,0,0,0
中村日赤,0,0,0,0.000229647,0.000111445,0,0,0,0,0,0
南町田,0,0,0,0,2.97E-05,0,0,0,0,0,0
高師,0,0,0,0,0.000361664,0,0,0,0,0,0
筑後吉井,0,0,0,0,0,0,0,0,0,0,0
坪井,0,0,0,0.023255814,0.022727273,0,0,0,0,0,0
金塚,0,0,0,0,0,0,0,0,0,0,0
伊賀神戸,0,0,0,0,0.000210172,0,0,0,0,0,0
世良田,0,0,0,0,0.002298851,0,0,0,0,0,0
三原,0,7.99E-05,0.000160449,7.88E-05,8.15E-05,0,0,0,0,0,0
久根別,0,0.004901961,0,0,0.004807692,0,0,0,0,0,0
西明石,0,3.29E-05,3.25E-05,1.61E-05,3.25E-05,0,0,0,0,0,0
船戸,0,0,0.002109705,0,0.001968504,0,0,0,0,0,0
虹ノ松原,0,0,0,0,0,0,0,0,0,0,0
早島,0,0,0,0,0.000478011,0,0,0,0,0,0
大日,0,0,0,0,3.36E-05,0,0,0,0,0,0
多磨霊園,0,0,8.66E-05,0,8.33E-05,0,0,0,0,0,0
佐用,0,0,0,0,0,0,0,0,0,0,0
川辺沖,0,0,0,0,0,0,0,0,0,0,0
香呂,0,0,0,0,0.000311333,0,0,0,0,0,0
黒笹,0,0,0,0,0,0,0,0,0,0,0
地蔵町,0,0,0,0,0.001956947,0,0,0,0,0,0
西鉄中島,0,0,0,0,0.001133787,0,0,0,0,0,0
小金井,0,0.000125376,0.000126454,0.000128899,0.000252207,0,0,0,0,0,0
安塚,0,0.000808407,0.000847458,0,0.000804505,0,0,0,0,0,0
大平,0,0,0,0,0,0,0,0,0,0,0
臼杵,0,0,0,0,0,0,0,0,0,0,0
美々,0,0,0,0,0.25,0,0,0,0,0,0
永山,0,0,0,0,0.00106383,0,0,0,0,0,0
宗太郎,0,0,0,0,0,0,0,0,0,0,0
玖村,0,0.000503525,0,0,0.000484027,0,0,0,0,0,0
船引,0,0,0,0,0.000543478,0,0,0,0,0,0
舞浜,0,0,0,0,6.54E-06,0,0,0,0,0,0
今宮,0,0,0,0,0,0,0,0,0,0,0
十王,0,0.000163292,0,0,0.00015868,0,0,0,0,0,0
会津水沼,0,0,0,0,0,0,0,0,0,0,0
鴨方,0,0,0,0,0.000334672,0,0,0,0,0,0
三岡,0,0,0,0,0,0,0,0,0,0,0
皆瀬,0,0,0,0,0.005263158,0,0,0,0,0,0
広田,0,0,0,0,0,0,0,0,0,0,0
八木西口,0,0.000188573,0,0,0.000387747,0,0,0,0,0,0
佐々木,0,0,0,0,0.000556174,0,0,0,0,0,0
杉戸高野台,0,7.96E-05,0,0,0.000238987,0,0,0,0,0,0
生野,0,0,0,0,0,0,0,0,0,0,0
南行橋,0,0,0,0,0,0,0,0,0,0,0
横尾,0,0,0,0,0.001133787,0,0,0,0,0,0
墨染,0,0,0,0,0,0,0,0,0,0,0
北金岡,0,0,0,0,0,0,0,0,0,0,0
伊保,0,0,0.000473485,0.000940734,0.000474834,0,0,0,0,0,0
敷島,0,0,0,0,0,0,0,0,0,0,0
北12条,0,0,0,0,0.000105552,0,0,0,0,0,0
京成千葉,0,0,0,3.76E-05,3.76E-05,0,0,0,0,0,0
能登川,0,0.000138064,0,0,7.19E-05,0,0,0,0,0,0
宇美,0,0,0,0,0,0,0,0,0,0,0
大塚,0,1.87E-05,0,0,9.41E-06,0,0,0,0,0,0
朝菜町,0,0,0,0,0.009708738,0,0,0,0,0,0
白山,0,0,0,0,9.31E-05,0,0,0,0,0,0
いわき,0,0,0,0,0,0,0,0,0,0,0
穴山,0,0,0,0,0,0,0,0,0,0,0
九州工大前,0,0,0,0,0,0,0,0,0,0,0
東鷲宮,0,0,0,4.67E-05,4.66E-05,0,0,0,0,0,0
大宝,0,0,0.013157895,0,0.011363636,0,0,0,0,0,0
緑橋,0,0,0,0,0,0,0,0,0,0,0
曽山寺,0,0,0,0,0,0,0,0,0,0,0
新検見川,0,0,0,0,4.26E-05,0,0,0,0,0,0
岩井,0,0,0,0,0.001672241,0,0,0,0,0,0
宍道,0,0,0,0,0,0,0,0,0,0,0
藤根,0,0,0,0,0.002688172,0,0,0,0,0,0
木野,0,0,0,0,0.002197802,0,0,0,0,0,0
高岡,0,0.000943396,0,0.000925069,0.001838235,0,0,0,0,0,0
広木,0,0,0,0,0,0,0,0,0,0,0
塩沢,0,0,0,0,0.000680272,0,0,0,0,0,0
山本,0,0,0,0,5.38E-05,0,0,0,0,0,0
今福,0,0,0,0,0.005181347,0,0,0,0,0,0
陸前稲井,0,0,0,0,0,0,0,0,0,0,0
女鹿,0,0,0,0,0,0,0,0,0,0,0
自治医大,0,0.000132485,0,0,0.000131544,0,0,0,0,0,0
魚崎,0,0,0,0,0.000103093,0,0,0,0,0,0
家中,0,0,0,0,0.002493766,0,0,0,0,0,0
福知山,0,0,0,0,0.000452489,0,0,0,0,0,0
壺阪山,0,0,0,0,0.000762777,0,0,0,0,0,0
真室川,0,0,0,0,0.003649635,0,0,0,0,0,0
原宿,0,0,7.17E-06,7.00E-06,2.12E-05,0,0,0,0,0,0
南柏,0,0,1.58E-05,0,1.55E-05,0,0,0,0,0,0
伊与喜,0,0,0,0,0.058823529,0,0,0,0,0,0
下沼,0,0,0,0,0,0,0,0,0,0,0
鷲宮,0,0,0,0,0.000138102,0,0,0,0,0,0
練馬高野台,0,0,0,3.86E-05,3.86E-05,0,0,0,0,0,0
室生口大野,0,0.001383126,0.000743494,0.000743494,0.000743494,0,0,0,0,0,0
石原,0,0,0,0,0.000957854,0,0,0,0,0,0
八栗新道,0,0.008888889,0,0,0.004901961,0,0,0,0,0,0
湖北,0,0,0,0,0.000123213,0,0,0,0,0,0
玉出,0,0,0,0,4.98E-05,0,0,0,0,0,0
戸坂,0,0,0.000311818,0,0.000322789,0,0,0,0,0,0
同志社前,0,8.86E-05,8.86E-05,0,0.000114495,0,0,0,0,0,0
大神,0,0,0,0,0,0,0,0,0,0,0
新大宮,0,0,0,3.49E-05,3.49E-05,0,0,0,0,0,0
飾磨,0,0,0,0,0,0,0,0,0,0,0
三門,0,0,0,0,0,0,0,0,0,0,0
上麻生,0,0,0,0,0,0,0,0,0,0,0
茶屋町,0,0,0,0,0,0,0,0,0,0,0
浜北,0,0,0,0,0.000313676,0,0,0,0,0,0
幕張,0,3.26E-05,0,6.33E-05,3.10E-05,0,0,0,0,0,0
釜戸,0,0,0,0,0,0,0,0,0,0,0
肥前竜王,0,0,0,0,0,0,0,0,0,0,0
菅尾,0,0,0,0,0,0,0,0,0,0,0
六十谷,0,0.000135318,0,0.000130124,0.000136874,0,0,0,0,0,0
南高崎,0,0,0,0.018181818,0.017857143,0,0,0,0,0,0
下兵庫,0,0,0,0,0.003649635,0,0,0,0,0,0
東浦和,0,0,3.74E-05,0,1.81E-05,0,0,0,0,0,0
唐津,0,0,0,0,0,0,0,0,0,0,0
河内磐船,0,4.51E-05,0,0,4.57E-05,0,0,0,0,0,0
長船,0,0,0,0.000422297,0.000437445,0,0,0,0,0,0
芳養,0,0,0,0.005181347,0.00617284,0,0,0,0,0,0
上菅谷,0,0,0.000791139,0,0.000757576,0,0,0,0,0,0
新丸子,0,0,0,0,3.86E-05,0,0,0,0,0,0
石川,0,0,0,0,0,0,0,0,0,0,0
西太刀洗,0,0,0,0,0.005464481,0,0,0,0,0,0
館山,0,0,0,0,0.000252908,0,0,0,0,0,0
心斎橋,0,0,0,0,0,0,0,0,0,0,0
本牟田部,0,0,0,0,0,0,0,0,0,0,0
大岸,0,0,0,0,0.05,0,0,0,0,0,0
今宮戎,0,0,0,0,0.000748503,0,0,0,0,0,0
片岡,0,0.000669344,0,0.001333333,0.00068306,0,0,0,0,0,0
岩塚,0,0,0,0,6.64E-05,0,0,0,0,0,0
赤木,0,0,0,0,0,0,0,0,0,0,0
児島,0,0,0,0,0.000121242,0,0,0,0,0,0
JR五位堂,0,0,0,0.000690608,0.000692521,0,0,0,0,0,0
東二見,0,0,0,0,0.000148302,0,0,0,0,0,0
鷲別,0,0,0,0,0.001210654,0,0,0,0,0,0
羽前椿,0,0,0,0,0.011363636,0,0,0,0,0,0
木曽川堤,0,0,0,0,0,0,0,0,0,0,0
中田,0,0,0,0,0,0,0,0,0,0,0
元町,0,0,0,1.00E-05,2.10E-05,0,0,0,0,0,0
太秦広隆寺,0,0,0,0,0.001069519,0,0,0,0,0,0
古見,0,0,0,0,0,0,0,0,0,0,0
新堂,0,0,0,0,0.00203252,0,0,0,0,0,0
鈴鹿市,0,0,0,0.000347464,0.000347464,0,0,0,0,0,0
豊科,0,0,0.000459137,0,0.000497018,0,0,0,0,0,0
新木場,0,0,0,0,7.06E-06,0,0,0,0,0,0
槻木,0,0,0,0,0.00017934,0,0,0,0,0,0
釜谷,0,0,0,0,0.083333333,0,0,0,0,0,0
伊予小松,0,0,0,0,0.001937984,0,0,0,0,0,0
篠崎,0,0,2.92E-05,0,2.76E-05,0,0,0,0,0,0
河合,0,0,0,0,0,0,0,0,0,0,0
時庭,0,0,0,0,0,0,0,0,0,0,0
西九条,0,0,3.84E-05,0.000105046,3.25E-05,0,0,0,0,0,0
田京,0,0,0,0.000367242,0.000376364,0,0,0,0,0,0
玉川,0,0,0,0,0,0,0,0,0,0,0
打出,0,0,0,0,6.77E-05,0,0,0,0,0,0
加茂,0,0.000169837,0,0.00017343,0.000167448,0,0,0,0,0,0
小室,0,0,0,0,0.000271076,0,0,0,0,0,0
中八木,0,0,0.000496032,0,0.00044484,0,0,0,0,0,0
千歳烏山,0,1.34E-05,0,0,1.32E-05,0,0,0,0,0,0
角館,0,0,0,0,0.000708215,0,0,0,0,0,0
西長堀,0,0,0,0,0,0,0,0,0,0,0
御幣島,0,0,0,4.10E-05,4.12E-05,0,0,0,0,0,0
古町,0,0,0,0,0,0,0,0,0,0,0
平安通,0,0,0,0.000179678,8.75E-05,0,0,0,0,0,0
紀伊富田,0,0,0,0,0.006024096,0,0,0,0,0,0
鶴形,0,0,0,0,0,0,0,0,0,0,0
鼓滝,0,0,0,0,0.000183318,0,0,0,0,0,0
志比堺,0,0,0,0.02173913,0.024390244,0,0,0,0,0,0
田川伊田,0,0,0,0.00116144,0,0,0,0,0,0,0
高畠,0,0,0.001166861,0.000563698,0,0,0,0,0,0,0
宇部岬,0,0,0,0.00248139,0,0,0,0,0,0,0
烏丸御池,0,0,0,0,0,0,0,0,0,0,0
東武竹沢,0,0,0,0.002531646,0,0,0,0,0,0,0
落石,0,0,0,0.038461538,0,0,0,0,0,0,0
黒崎,0,0,0,0,0,0,0,0,0,0,0
蓮台寺,0,0,0,0.001219512,0,0,0,0,0,0,0
大阪難波,0,0,0,7.47E-06,0,0,0,0,0,0,0
下総橘,0,0,0,0.001262626,0,0,0,0,0,0,0
桃山台,0,0,0,2.54E-05,0,0,0,0,0,0,0
清水五条,0,0,0,0,0,0,0,0,0,0,0
北郷,0,0,0,0,0,0,0,0,0,0,0
溜池山王,0,0,0,0,0,0,0,0,0,0,0
岡田,0,0,0,0.001956947,0,0,0,0,0,0,0
五郎,0,0,0,0.018518519,0,0,0,0,0,0,0
佐世保,0,0,0,0.000693001,0,0,0,0,0,0,0
逆井,0,7.21E-05,0,7.03E-05,0,0,0,0,0,0,0
一戸,0,0,0,0.001481481,0,0,0,0,0,0,0
上総中川,0,0,0,0.1,0,0,0,0,0,0,0
本宿,0,0,0,0,0,0,0,0,0,0,0
反町,0,0,0,7.76E-05,0,0,0,0,0,0,0
中河原,0,0,0,3.97E-05,0,0,0,0,0,0,0
伊予北条,0,0,0.000707714,0.000353107,0,0,0,0,0,0,0
中山口,0,0,0,0.007092199,0,0,0,0,0,0,0
川西能勢口,0,0,0,0,0,0,0,0,0,0,0
朝地,0,0,0,0,0,0,0,0,0,0,0
祖谷口,0,0,0,0.033333333,0,0,0,0,0,0,0
五十猛,0,0,0,0.016393443,0,0,0,0,0,0,0
東仙台,0,0.000331236,0,0.000158178,0,0,0,0,0,0,0
下曽我,0,0,0,0,0,0,0,0,0,0,0
芦原橋,0,0,0,9.17E-05,0,0,0,0,0,0,0
不破一色,0,0,0,0,0,0,0,0,0,0,0
牛久保,0,0,0,0,0,0,0,0,0,0,0
前後,0,0,0,0,0,0,0,0,0,0,0
原町,0,0,0,0,0,0,0,0,0,0,0
京成金町,0,4.27E-05,0,8.17E-05,0,0,0,0,0,0,0
三口,0,0,0,0.012987013,0,0,0,0,0,0,0
新所原,0,0,0,0,0,0,0,0,0,0,0
北楠,0,0,0.000697837,0.000697837,0,0,0,0,0,0,0
緑川,0,0,0,0,0,0,0,0,0,0,0
八木,0,0.000318471,0.000321647,0.000312793,0,0,0,0,0,0,0
牛山,0,0,0,0,0,0,0,0,0,0,0
大羽根園,0,0,0,0.001254705,0,0,0,0,0,0,0
大野城,0,0,0,0,0,0,0,0,0,0,0
当麻寺,0,0,0,0.000733676,0,0,0,0,0,0,0
すずかけ台,0,0,0,0.000169133,0,0,0,0,0,0,0
狛田,0,0,0,0.000357782,0,0,0,0,0,0,0
大崎広小路,0,0,0,0.000130702,0,0,0,0,0,0,0
鎌手,0,0,0,0.026315789,0,0,0,0,0,0,0
和深,0,0,0,0.021276596,0,0,0,0,0,0,0
近文,0,0,0,0.015625,0,0,0,0,0,0,0
古川,0,0,0,0.000104954,0,0,0,0,0,0,0
東大館,0,0,0,0.002604167,0,0,0,0,0,0,0
畝傍御陵前,0,0,0,0.000271297,0,0,0,0,0,0,0
おりはた,0,0,0,0,0,0,0,0,0,0,0
駒込,0,0,0,1.06E-05,0,0,0,0,0,0,0
佐倉,0,0,0,4.84E-05,0,0,0,0,0,0,0
国縫,0,0,0,0.125,0,0,0,0,0,0,0
鶴ヶ丘,0,0,0,9.84E-05,0,0,0,0,0,0,0
自由ヶ丘,0,0,0,7.46E-05,0,0,0,0,0,0,0
十川,0,0,0,0.111111111,0,0,0,0,0,0,0
